classe1,classe2,classe3,classe4,classe5,classe6,codigo,codigo_pai,dispositivo_legal,artigo,sigla,alteracoes,glossario,dt_publicacao,dt_alteracao,dt_inativacao,dt_reativacao
PROCESSO CÍVEL E DO TRABALHO,Tutela Provisória de Urgência e Tutela Provisória de Evidência,Tutela Antecipada Antecedente,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,12135,12133,CPC 2015,303 e 304,TutAntAnt,NA,"Art. 303.  Nos casos em que a urgência for contemporânea à propositura da ação, a petição inicial pode limitar-se ao requerimento da tutela antecipada e à indicação do pedido de tutela final, com a exposição da lide, do direito que se busca realizar e do perigo de dano ou do risco ao resultado útil do processo.

	§ 1o Concedida a tutela antecipada a que se refere o caput deste artigo:

	I - o autor deverá aditar a petição inicial, com a complementação de sua argumentação, a juntada de novos documentos e a confirmação do pedido de tutela final, em 15 (quinze) dias ou em outro prazo maior que o juiz fixar;

	II - o réu será citado e intimado para a audiência de conciliação ou de mediação na forma do art. 334;

	III - não havendo autocomposição, o prazo para contestação será contado na forma do art. 335.

	§ 2o Não realizado o aditamento a que se refere o inciso I do § 1o deste artigo, o processo será extinto sem resolução do mérito.

	§ 3o O aditamento a que se refere o inciso I do § 1o deste artigo dar-se-á nos mesmos autos, sem incidência de novas custas processuais.

	§ 4o Na petição inicial a que se refere o caput deste artigo, o autor terá de indicar o valor da causa, que deve levar em consideração o pedido de tutela final.

	§ 5o O autor indicará na petição inicial, ainda, que pretende valer-se do benefício previsto no caput deste artigo.

	§ 6o Caso entenda que não há elementos para a concessão de tutela antecipada, o órgão jurisdicional determinará a emenda da petição inicial em até 5 (cinco) dias, sob pena de ser indeferida e de o processo ser extinto sem resolução de mérito.

	Art. 304.  A tutela antecipada, concedida nos termos do art. 303, torna-se estável se da decisão que a conceder não for interposto o respectivo recurso.

	§ 1o No caso previsto no caput, o processo será extinto.

	§ 2o Qualquer das partes poderá demandar a outra com o intuito de rever, reformar ou invalidar a tutela antecipada estabilizada nos termos do caput.

	§ 3o A tutela antecipada conservará seus efeitos enquanto não revista, reformada ou invalidada por decisão de mérito proferida na ação de que trata o § 2o.

	§ 4o Qualquer das partes poderá requerer o desarquivamento dos autos em que foi concedida a medida, para instruir a petição inicial da ação a que se refere o § 2o, prevento o juízo em que a tutela antecipada foi concedida.

	§ 5o O direito de rever, reformar ou invalidar a tutela antecipada, previsto no § 2o deste artigo, extingue-se após 2 (dois) anos, contados da ciência da decisão que extinguiu o processo, nos termos do § 1o.

	§ 6o A decisão que concede a tutela não fará coisa julgada, mas a estabilidade dos respectivos efeitos só será afastada por decisão que a revir, reformar ou invalidar, proferida em ação ajuizada por uma das partes, nos termos do § 2odeste artigo.",2016-09-06T00:00:00Z,NA,NA,NA
PROCESSO CÍVEL E DO TRABALHO,Tutela Provisória de Urgência e Tutela Provisória de Evidência,Tutela Cautelar Antecedente,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,12134,12133,CPC 2015,305 a 310,TutCautAnt,NA,"Art. 305.  A petição inicial da ação que visa à prestação de tutela cautelar em caráter antecedente indicará a lide e seu fundamento, a exposição sumária do direito que se objetiva assegurar e o perigo de dano ou o risco ao resultado útil do processo.

	Parágrafo único.  Caso entenda que o pedido a que se refere o caput tem natureza antecipada, o juiz observará o disposto no art. 303.

	Art. 306.  O réu será citado para, no prazo de 5 (cinco) dias, contestar o pedido e indicar as provas que pretende produzir.

	Art. 307.  Não sendo contestado o pedido, os fatos alegados pelo autor presumir-se-ão aceitos pelo réu como ocorridos, caso em que o juiz decidirá dentro de 5 (cinco) dias.

	Parágrafo único.  Contestado o pedido no prazo legal, observar-se-á o procedimento comum.

	Art. 308.  Efetivada a tutela cautelar, o pedido principal terá de ser formulado pelo autor no prazo de 30 (trinta) dias, caso em que será apresentado nos mesmos autos em que deduzido o pedido de tutela cautelar, não dependendo do adiantamento de novas custas processuais.

	§ 1o O pedido principal pode ser formulado conjuntamente com o pedido de tutela cautelar.

	§ 2o A causa de pedir poderá ser aditada no momento de formulação do pedido principal.

	§ 3o Apresentado o pedido principal, as partes serão intimadas para a audiência de conciliação ou de mediação, na forma do art. 334, por seus advogados ou pessoalmente, sem necessidade de nova citação do réu.

	§ 4o Não havendo autocomposição, o prazo para contestação será contado na forma do art. 335.

	Art. 309.  Cessa a eficácia da tutela concedida em caráter antecedente, se:

	I - o autor não deduzir o pedido principal no prazo legal;

	II - não for efetivada dentro de 30 (trinta) dias;

	III - o juiz julgar improcedente o pedido principal formulado pelo autor ou extinguir o processo sem resolução de mérito.

	Parágrafo único.  Se por qualquer motivo cessar a eficácia da tutela cautelar, é vedado à parte renovar o pedido, salvo sob novo fundamento.

	Art. 310. O indeferimento da tutela cautelar não obsta a que a parte formule o pedido principal, nem influi no julgamento desse, salvo se o motivo do indeferimento for o reconhecimento de decadência ou de prescrição.",2016-09-06T00:00:00Z,NA,NA,NA
PROCESSO CRIMINAL,Tutela Provisória de Urgência e Tutela Provisória de Evidência,Tutela Cautelar Antecedente,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROCESSO CRIMINAL,Cartas,Tutela Cautelar Antecedente,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,334,268,NA,NA,Cartas,NA,NA,NA,NA,NA,NA
PROCESSO CRIMINAL,Cartas,Carta de Ordem Criminal,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,335,334,CPC,260 a 268,CartOrdCrim,NA,"Art. 260.  São requisitos das cartas de ordem, precatória e rogatória:

	I - a indicação dos juízes de origem e de cumprimento do ato;

	II - o inteiro teor da petição, do despacho judicial e do instrumento do mandato conferido ao advogado;

	III - a menção do ato processual que lhe constitui o objeto;

	IV - o encerramento com a assinatura do juiz.

	§ 1o O juiz mandará trasladar para a carta quaisquer outras peças, bem como instruí-la com mapa, desenho ou gráfico, sempre que esses documentos devam ser examinados, na diligência, pelas partes, pelos peritos ou pelas testemunhas.

	§ 2o Quando o objeto da carta for exame pericial sobre documento, este será remetido em original, ficando nos autos reprodução fotográfica.

	§ 3o A carta arbitral atenderá, no que couber, aos requisitos a que se refere o caput e será instruída com a convenção de arbitragem e com as provas da nomeação do árbitro e de sua aceitação da função.

	Art. 261.  Em todas as cartas o juiz fixará o prazo para cumprimento, atendendo à facilidade das comunicações e à natureza da diligência.

	§ 1o As partes deverão ser intimadas pelo juiz do ato de expedição da carta.

	§ 2o Expedida a carta, as partes acompanharão o cumprimento da diligência perante o juízo destinatário, ao qual compete a prática dos atos de comunicação.

	§ 3o A parte a quem interessar o cumprimento da diligência cooperará para que o prazo a que se refere o caput seja cumprido.

	Art. 262.  A carta tem caráter itinerante, podendo, antes ou depois de lhe ser ordenado o cumprimento, ser encaminhada a juízo diverso do que dela consta, a fim de se praticar o ato.

	Parágrafo único.  O encaminhamento da carta a outro juízo será imediatamente comunicado ao órgão expedidor, que intimará as partes.

	Art. 263.  As cartas deverão, preferencialmente, ser expedidas por meio eletrônico, caso em que a assinatura do juiz deverá ser eletrônica, na forma da lei.

	Art. 264.  A carta de ordem e a carta precatória por meio eletrônico, por telefone ou por telegrama conterão, em resumo substancial, os requisitos mencionados no art. 250, especialmente no que se refere à aferição da autenticidade.

	Art. 265.  O secretário do tribunal, o escrivão ou o chefe de secretaria do juízo deprecante transmitirá, por telefone, a carta de ordem ou a carta precatória ao juízo em que houver de se cumprir o ato, por intermédio do escrivão do primeiro ofício da primeira vara, se houver na comarca mais de um ofício ou de uma vara, observando-se, quanto aos requisitos, o disposto no art. 264.

	§ 1o O escrivão ou o chefe de secretaria, no mesmo dia ou no dia útil imediato, telefonará ou enviará mensagem eletrônica ao secretário do tribunal, ao escrivão ou ao chefe de secretaria do juízo deprecante, lendo-lhe os termos da carta e solicitando-lhe que os confirme.

	§ 2o Sendo confirmada, o escrivão ou o chefe de secretaria submeterá a carta a despacho.

	Art. 266.  Serão praticados de ofício os atos requisitados por meio eletrônico e de telegrama, devendo a parte depositar, contudo, na secretaria do tribunal ou no cartório do juízo deprecante, a importância correspondente às despesas que serão feitas no juízo em que houver de praticar-se o ato.

	Art. 267.  O juiz recusará cumprimento a carta precatória ou arbitral, devolvendo-a com decisão motivada quando:

	I - a carta não estiver revestida dos requisitos legais;

	II - faltar ao juiz competência em razão da matéria ou da hierarquia;

	III - o juiz tiver dúvida acerca de sua autenticidade.

	Parágrafo único.  No caso de incompetência em razão da matéria ou da hierarquia, o juiz deprecado, conforme o ato a ser praticado, poderá remeter a carta ao juiz ou ao tribunal competente.

	Art. 268. Cumprida a carta, será devolvida ao juízo de origem no prazo de 10 (dez) dias, independentemente de traslado, pagas as custas pela parte.",NA,2018-11-19T13:00:43Z,NA,NA
PROCESSO CRIMINAL,Cartas,Carta Precatória Criminal,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,355,334,CPP e CPPM,"222, 230, 289; 353 a 356 (CPP) e 228, 236, 277, II, 283, 284, 344, e , 346, 359 361, 389, §4º (CPPM)",CartPrecCrim,NA,"CPP

	Art. 222.  A testemunha que morar fora da jurisdição do juiz será inquirida pelo juiz do lugar de sua residência, expedindo-se, para esse fim, carta precatória, com prazo razoável, intimadas as partes.

	§ 1o  A expedição da precatória não suspenderá a instrução criminal.

	§ 2o  Findo o prazo marcado, poderá realizar-se o julgamento, mas, a todo tempo, a precatória, uma vez devolvida, será junta aos autos.

	§ 3o  Na hipótese prevista no caput deste artigo, a oitiva de testemunha poderá ser realizada por meio de videoconferência ou outro recurso tecnológico de transmissão de sons e imagens em tempo real, permitida a presença do defensor e podendo ser realizada, inclusive, durante a realização da audiência de instrução e julgamento.           (Incluído pela Lei nº 11.900, de 2009)

	..................................................

	Art. 230.  Se ausente alguma testemunha, cujas declarações divirjam das de outra, que esteja presente, a esta se darão a conhecer os pontos da divergência, consignando-se no auto o que explicar ou observar. Se subsistir a discordância, expedir-se-á precatória à autoridade do lugar onde resida a testemunha ausente, transcrevendo-se as declarações desta e as da testemunha presente, nos pontos em que divergirem, bem como o texto do referido auto, a fim de que se complete a diligência, ouvindo-se a testemunha ausente, pela mesma forma estabelecida para a testemunha presente. Esta diligência só se realizará quando não importe demora prejudicial ao processo e o juiz a entenda conveniente.

	..........................................................

	Art. 289.  Quando o acusado estiver no território nacional, fora da jurisdição do juiz processante, será deprecada a sua prisão, devendo constar da precatória o inteiro teor do mandado.           (Redação dada pela Lei nº 12.403, de 2011).

	§ 1o  Havendo urgência, o juiz poderá requisitar a prisão por qualquer meio de comunicação, do qual deverá constar o motivo da prisão, bem como o valor da fiança se arbitrada.           (Incluído pela Lei nº 12.403, de 2011).

	§ 2o  A autoridade a quem se fizer a requisição tomará as precauções necessárias para averiguar a autenticidade da comunicação.           (Incluído pela Lei nº 12.403, de 2011).

	§ 3o  O juiz processante deverá providenciar a remoção do preso no prazo máximo de 30 (trinta) dias, contados da efetivação da medida.           (Incluído pela Lei nº 12.403, de 2011).

	......................................................

	Art. 353.  Quando o réu estiver fora do território da jurisdição do juiz processante, será citado mediante precatória.

	Art. 354.  A precatória indicará:

	I - o juiz deprecado e o juiz deprecante;

	II - a sede da jurisdição de um e de outro;

	Ill - o fim para que é feita a citação, com todas as especificações;

	IV - o juízo do lugar, o dia e a hora em que o réu deverá comparecer.

	Art. 355.  A precatória será devolvida ao juiz deprecante, independentemente de traslado, depois de lançado o ""cumpra-se"" e de feita a citação por mandado do juiz deprecado.

	§ 1o  Verificado que o réu se encontra em território sujeito à jurisdição de outro juiz, a este remeterá o juiz deprecado os autos para efetivação da diligência, desde que haja tempo para fazer-se a citação.

	§ 2o  Certificado pelo oficial de justiça que o réu se oculta para não ser citado, a precatória será imediatamente devolvida, para o fim previsto no art. 362.

	Art. 356.  Se houver urgência, a precatória, que conterá em resumo os requisitos enumerados no art. 354, poderá ser expedida por via telegráfica, depois de reconhecida a firma do juiz, o que a estação expedidora mencionará.

	CPPM

	 Art. 228. Se o capturando estiver em lugar estranho à jurisdição do juiz que ordenar a prisão, mas em território nacional, a captura será pedida por precatória, da qual constará o mesmo que se contém nos mandados de prisão; no curso do inquérito policial militar a providência será solicitada pelo seu encarregado, com os mesmos requisitos, mas por meio de ofício, ao comandante da Região Militar, Distrito Naval ou Zona Aérea, respectivamente.

	        Parágrafo único. Havendo urgência, a captura poderá ser requisitada por via telegráfica ou radiográfica, autenticada a firma da autoridade requisitante, o que se mencionará no despacho.

	..............................................................

	  Art. 236. Ao receber precatória para a captura de alguém, cabe ao auditor deprecado:

	        a) verificar a autenticidade e a legalidade do documento;

	        b) se o reputar perfeito, apor-lhe o cumpra-se e expedir mandado de prisão;

	        c) cumprida a ordem, remeter a precatória e providenciar a entrega do prêso ao juiz deprecante.

	        Parágrafo único. Se o juiz deprecado verificar que o capturando se encontra em território sujeito à jurisdição de outro juiz militar, remeter-lhe-á os autos da precatória. Se não tiver notícia do paradeiro do capturando, devolverá os autos ao juiz deprecante.

	...............................................................

	        Art. 277. A citação far-se-á por oficial de justiça:

	...............................................................

	     II — mediante precatória, quando o acusado estiver servindo ou residindo fora dessa sede, mas no País;

	................................................................

	 Art. 283. A precatória de citação indicará:

	        a) o juiz deprecado e o juiz deprecante;

	        b) a sede das respectivas jurisdições;

	        c) o fim para que é feita a citação, com tôdas as especificações;

	      d) o lugar, dia e hora de comparecimento do acusado.

	      

	        Parágrafo único. Se houver urgência, a precatória, que conterá em resumo os requisitos dêste artigo, poderá ser expedida por via telegráfica, depois de reconhecida a firma do juiz, o que a estação expedidora mencionará.

	        Art. 284. A precatória será devolvida ao juiz deprecante, independentemente de traslado, depois de lançado o ""cumpra-se"" e de feita a citação por mandado do juiz deprecado, com os requisitos do art. 279.

	         § 1º Verificado que o citando se encontra em território sujeito à jurisdição de outro juiz, a êste o juiz deprecado remeterá os autos, para efetivação da diligência, desde que haja tempo para se fazer a citação.

	         § 2º Certificada pelo oficial de justiça a existência de qualquer dos casos referidos no nº V, do art. 277, a precatória será imediatamente devolvida, para o fim previsto naquele artigo.

	...............................................................

	   Art. 344. No exame para o reconhecimento de escritos, por comparação de letra, observar-se-á o seguinte:

	................................................................

	 e) se estiver ausente a pessoa, mas em lugar certo, esta última diligência poderá ser feita por precatória, em que se consignarão as palavras a que a pessoa será intimada a responder.

	...............................................................

	Art. 346. Se a perícia ou exame tiver de ser feito em outra jurisdição, policial militar ou judiciária, expedir-se-á precatória, que obedecerá, no que lhe fôr aplicável, às prescrições dos artigos 283, 359, 360 e 361.

	        Parágrafo único. Os quesitos da autoridade deprecante e os das partes serão transcritos na precatória.

	................................................................

	Art. 359. A testemunha que residir fora da jurisdição do juízo poderá ser inquirida pelo auditor do lugar da sua residência, expedindo-se, para êsse fim, carta precatória, nos têrmos do art. 283, com prazo razoável, intimadas as partes, que formularão quesitos, a fim de serem respondidos pela testemunha.

	         § 1º A expedição da precatória não suspenderá a instrução criminal.

	         § 2º Findo o prazo marcado, e se não fôr prorrogado, poderá realizar-se o julgamento, mas, a todo tempo, a carta precatória, uma vez devolvida, será junta aos autos.

	        Precatória a juiz do fôro comum

	        Art. 360. Caso não seja possível, por motivo relevante, o comparecimento da testemunha perante auditor, a carta precatória poderá ser expedida a juiz criminal de comarca onde resida a testemunha ou a esta seja acessível, observado o disposto no artigo anterior.

	        Art. 361. No curso do inquérito policial militar, o seu encarregado poderá expedir carta precatória à autoridade militar superior do local onde a testemunha estiver servindo ou residindo, a fim de notificá-la e inquiri-la, ou designar oficial que a inquira, tendo em atenção as normas de hierarquia, se a testemunha fôr militar. Com a precatória, enviará cópias da parte que deu origem ao inquérito e da portaria que lhe determinou a abertura, e os quesitos formulados, para serem respondidos pela testemunha, além de outros dados que julgar necessários ao esclarecimento do fato.

	        Parágrafo único. Da mesma forma, poderá ser ouvido o ofendido, se o encarregado do inquérito julgar desnecessário solicitar-lhe a apresentação à autoridade competente.

	.......................................................................

	Art. 389.......................................................... 

	§ 4º Para a devolução de precatória, o auditor marcará prazo razoável, findo o qual, salvo motivo de fôrça maior, a instrução criminal prosseguirá, podendo a parte juntar, posteriormente, a precatória, como documento, nos têrmos dos arts. 378 e 379.",NA,2010-10-14T13:14:36Z,NA,NA
PROCESSO CRIMINAL,Cartas,Carta Rogatória Criminal,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,375,334,CPP,783 a 786,RogatoCrim,NA,"Art. 783. As cartas rogatórias serão, pelo respectivo juiz, remetidas ao Ministro da Justiça, a fim de ser pedido o seu cumprimento, por via diplomática, às autoridades estrangeiras competentes. Art. 784. As cartas rogatórias emanadas de autoridades estrangeiras competentes não dependem de homologação e serão atendidas se encaminhadas por via diplomática e desde que o crime, segundo a lei brasileira, não exclua a extradição. § 1o As rogatórias, acompanhadas de tradução em língua nacional, feita por tradutor oficial ou juramentado, serão, após exequatur do presidente do Supremo Tribunal Federal, cumpridas pelo juiz criminal do lugar onde as diligências tenham de efetuar-se, observadas as formalidades prescritas neste Código. § 2o A carta rogatória será pelo presidente do Supremo Tribunal Federal remetida ao presidente do Tribunal de Apelação do Estado, do Distrito Federal, ou do Território, a fim de ser encaminhada ao juiz competente. § 3o Versando sobre crime de ação privada, segundo a lei brasileira, o andamento, após o exequatur, dependerá do interessado, a quem incumbirá o pagamento das despesas. § 4o Ficará sempre na secretaria do Supremo Tribunal Federal cópia da carta rogatória. Art. 785. Concluídas as diligências, a carta rogatória será devolvida ao presidente do Supremo Tribunal Federal, por intermédio do presidente do Tribunal de Apelação, o qual, antes de devolvê-la, mandará completar qualquer diligência ou sanar qualquer nulidade. Art. 786. O despacho que conceder o exequatur marcará, para o cumprimento da diligência, prazo razoável, que poderá ser excedido, havendo justa causa, ficando esta consignada em ofício dirigido ao presidente do Supremo Tribunal Federal, juntamente com a carta rogatória.",NA,2010-10-14T13:14:43Z,NA,NA
PROCESSO CRIMINAL,Medidas Cautelares,Carta Rogatória Criminal,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,308,268,NA,NA,MedCau,NA,NA,NA,NA,NA,NA
PROCESSO CRIMINAL,Medidas Cautelares,Cautelar Inominada Criminal,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,11955,308,CPP,319 e 320,CauInomCrim,NA,"Para utilização na hipótese de medidas cautelares de natureza criminal, não enquadrada em nenhuma das demais hipóteses nominadas na tabela. NÃO PODE esta classe ser usada em caso Produção Antecipada de Provas Criminal, MedidasInvestigatórias Sobre Organizações Criminosas, Medidas Protetivas - Estatuto do Idoso, Medidas Protetivas de Urgência (Lei Maria da Penha), Pedido de Busca e Apreensão Criminal, Pedido de Prisão Preventiva, Pedido de Prisão Temporária, Pedido de Prisão/Liberdade Vigiada para Fins de Expulsão e Pedido de Quebra de Sigilo de Dados e/ou Telefônico.

	Art. 319.  São medidas cautelares diversas da prisão:              (Redação dada pela Lei nº 12.403, de 2011).

	 I - comparecimento periódico em juízo, no prazo e nas condições fixadas pelo juiz, para informar e justificar atividades;            (Redação dada pela Lei nº 12.403, de 2011).

	 II - proibição de acesso ou frequência a determinados lugares quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado permanecer distante desses locais para evitar o risco de novas infrações;          (Redação dada pela Lei nº 12.403, de 2011).

	III - proibição de manter contato com pessoa determinada quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado dela permanecer distante;          (Redação dada pela Lei nº 12.403, de 2011).

	IV - proibição de ausentar-se da Comarca quando a permanência seja conveniente ou necessária para a investigação ou instrução;           (Incluído pela Lei nº 12.403, de 2011).

	V - recolhimento domiciliar no período noturno e nos dias de folga quando o investigado ou acusado tenha residência e trabalho fixos;          (Incluído pela Lei nº 12.403, de 2011).

	VI - suspensão do exercício de função pública ou de atividade de natureza econômica ou financeira quando houver justo receio de sua utilização para a prática de infrações penais;           (Incluído pela Lei nº 12.403, de 2011).

	VII - internação provisória do acusado nas hipóteses de crimes praticados com violência ou grave ameaça, quando os peritos concluírem ser inimputável ou semi-imputável (art. 26 do Código Penal) e houver risco de reiteração;              (Incluído pela Lei nº 12.403, de 2011).

	VIII - fiança, nas infrações que a admitem, para assegurar o comparecimento a atos do processo, evitar a obstrução do seu andamento ou em caso de resistência injustificada à ordem judicial;             (Incluído pela Lei nº 12.403, de 2011).

	 IX - monitoração eletrônica.            (Incluído pela Lei nº 12.403, de 2011).

	§1º        (Revogado pela Lei nº 12.403, de 2011).

	§ 2º            (Revogado pela Lei nº 12.403, de 2011).

	 § 3º          (Revogado pela Lei nº 12.403, de 2011).

	 § 4o  A fiança será aplicada de acordo com as disposições do Capítulo VI deste Título, podendo ser cumulada com outras medidas cautelares.             (Incluído pela Lei nº 12.403, de 2011).

	 

	Art. 320.  A proibição de ausentar-se do País será comunicada pelo juiz às autoridades encarregadas de fiscalizar as saídas do território nacional, intimando-se o indiciado ou acusado para entregar o passaporte, no prazo de 24 (vinte e quatro) horas.                  (Redação dada pela Lei nº 12.403, de 2011).",2012-12-11T00:00:00Z,2012-12-11T14:10:23Z,NA,NA
PROCESSO CRIMINAL,Medidas Cautelares,Medidas de Proteção - Criança e Adolescente (Lei 13.431) Criminais,Embargos Infringentes na Execução Fiscal,"Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos",Revisional de Aluguel,14734,308,Lei 13.431/2017,21,MPCA,NA,Classe para cadastro de pedidos de concessão de medidas de proteção CRIMINAIS às crianças e adolescentes previstas na Lei n° 13.431 de 04 de abril de 2017.,2021-07-30T00:00:00Z,2022-11-22T17:45:19Z,NA,NA
